speed,time,axis_x/Name,axis_x/Value,axis_y/Value,axis_y/Name,axis_z/Value,axis_z/Name,latitude,longitude,eco_type/Name,eco_type/Value
16,"May 29, 2022",Axis X,-715,-415,Axis Y,-1936,Axis Z,510897333,714251516,Green driving type,1
21,"May 29, 2022",Axis X,-497,-327,Axis Y,-1928,Axis Z,510895533,714252150,Green driving type,1
29,"May 29, 2022",Axis X,-439,-240,Axis Y,-1988,Axis Z,510894450,714252300,Green driving type,1
29,"May 29, 2022",Axis X,-595,-305,Axis Y,-2007,Axis Z,510893699,714252350,Green driving type,1
29,"May 29, 2022",Axis X,-595,-305,Axis Y,-2007,Axis Z,510893699,714252350,Green driving type,1
24,"May 29, 2022",Axis X,-820,-503,Axis Y,-1890,Axis Z,510891399,714252316,Green driving type,1
24,"May 29, 2022",Axis X,-820,-503,Axis Y,-1890,Axis Z,510891399,714252316,Green driving type,1
23,"May 29, 2022",Axis X,-915,-439,Axis Y,-2004,Axis Z,510890683,714252250,Green driving type,1
23,"May 29, 2022",Axis X,-915,-439,Axis Y,-2004,Axis Z,510890683,714252250,Green driving type,1
26,"May 29, 2022",Axis X,-456,-302,Axis Y,-1887,Axis Z,510889383,714251633,Green driving type,1
26,"May 29, 2022",Axis X,-456,-302,Axis Y,-1887,Axis Z,510889383,714251633,Green driving type,1
25,"May 29, 2022",Axis X,-629,-350,Axis Y,-1925,Axis Z,510888716,714251350,Green driving type,1
25,"May 29, 2022",Axis X,-629,-350,Axis Y,-1925,Axis Z,510888716,714251350,Green driving type,1
25,"May 29, 2022",Axis X,-629,-350,Axis Y,-1925,Axis Z,510888716,714251350,Green driving type,1
23,"May 29, 2022",Axis X,-692,-663,Axis Y,-1897,Axis Z,510885050,714248433,Green driving type,1
23,"May 29, 2022",Axis X,-692,-663,Axis Y,-1897,Axis Z,510885050,714248433,Green driving type,1
23,"May 29, 2022",Axis X,-692,-663,Axis Y,-1897,Axis Z,510885050,714248433,Green driving type,1
26,"May 29, 2022",Axis X,-568,-377,Axis Y,-1878,Axis Z,510883899,714248000,Green driving type,1
26,"May 29, 2022",Axis X,-568,-377,Axis Y,-1878,Axis Z,510883899,714248000,Green driving type,1
26,"May 29, 2022",Axis X,-568,-377,Axis Y,-1878,Axis Z,510883899,714248000,Green driving type,1
20,"May 29, 2022",Axis X,-460,-183,Axis Y,-1936,Axis Z,510879849,714246216,Green driving type,1
20,"May 29, 2022",Axis X,-460,-183,Axis Y,-1936,Axis Z,510879849,714246216,Green driving type,1
20,"May 29, 2022",Axis X,-460,-183,Axis Y,-1936,Axis Z,510879849,714246216,Green driving type,1
22,"May 29, 2022",Axis X,-421,-257,Axis Y,-2022,Axis Z,510879350,714245883,Green driving type,1
22,"May 29, 2022",Axis X,-421,-257,Axis Y,-2022,Axis Z,510879350,714245883,Green driving type,1
22,"May 29, 2022",Axis X,-421,-257,Axis Y,-2022,Axis Z,510879350,714245883,Green driving type,1
18,"May 29, 2022",Axis X,-695,-464,Axis Y,-1851,Axis Z,510878799,714245683,Green driving type,1
18,"May 29, 2022",Axis X,-695,-464,Axis Y,-1851,Axis Z,510878799,714245683,Green driving type,1
18,"May 29, 2022",Axis X,-695,-464,Axis Y,-1851,Axis Z,510878799,714245683,Green driving type,1
18,"May 29, 2022",Axis X,-695,-464,Axis Y,-1851,Axis Z,510878799,714245683,Green driving type,1
10,"May 29, 2022",Axis X,-631,-370,Axis Y,-1912,Axis Z,510876500,714245050,Green driving type,1
10,"May 29, 2022",Axis X,-631,-370,Axis Y,-1912,Axis Z,510876500,714245050,Green driving type,1
10,"May 29, 2022",Axis X,-631,-370,Axis Y,-1912,Axis Z,510876500,714245050,Green driving type,1
10,"May 29, 2022",Axis X,-631,-370,Axis Y,-1912,Axis Z,510876500,714245050,Green driving type,1
14,"May 29, 2022",Axis X,-523,-326,Axis Y,-1803,Axis Z,510873966,714244866,,
9,"May 29, 2022",Axis X,-476,-335,Axis Y,-1836,Axis Z,510874050,714243850,,
10,"May 29, 2022",Axis X,-452,-326,Axis Y,-1860,Axis Z,510873933,714243599,,
16,"May 29, 2022",Axis X,-492,-343,Axis Y,-1941,Axis Z,510873733,714243033,,
